,term,ASV,mean,support,supportNeg,signif,sign,CS1,kingdom,phylum,class,order,family,genus,species,model
414,lib,ASV_1038,1.87E-05,0.951,0.049,TRUE,positive,5.76419981,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
415,lib,ASV_608,1.99E-05,0.95175,0.04825,TRUE,positive,3.92944641,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
416,lib,ASV_642,2.16E-05,0.9585,0.0415,TRUE,positive,-3.13276666,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
417,lib,ASV_679,2.18E-05,0.96825,0.03175,TRUE,positive,5.17388026,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
418,lib,ASV_978,2.21E-05,0.95725,0.04275,TRUE,positive,-3.13181231,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
419,lib,ASV_789,2.40E-05,0.9715,0.0285,TRUE,positive,4.73954951,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Lipomycetaceae,g__Lipomyces,s__starkeyi,Presence
420,lib,ASV_221,2.42E-05,0.98525,0.01475,TRUE,positive,11.27843022,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
421,lib,ASV_187,2.46E-05,0.9755,0.0245,TRUE,positive,4.73698014,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__saturnus,Presence
422,lib,ASV_303,2.50E-05,0.96725,0.03275,TRUE,positive,2.69184988,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__littoreum,Presence
423,lib,ASV_11,2.57E-05,0.98125,0.01875,TRUE,positive,-13.78886413,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,NA,Presence
424,lib,ASV_292,2.58E-05,0.981,0.019,TRUE,positive,5.03979946,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA,Presence
425,lib,ASV_16,2.67E-05,0.988,0.012,TRUE,positive,-13.5897914,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,NA,Presence
426,lib,ASV_5,2.70E-05,0.98375,0.01625,TRUE,positive,1.71087847,k__Fungi,p__Basidiomycota,c__Atractiellomycetes,o__Atractiellales,f__Hoehnelomycetaceae,g__Atractiella,s__solani,Presence
427,lib,ASV_8,2.73E-05,0.98675,0.01325,TRUE,positive,-12.80248021,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Delicatula,s__integrella,Presence
428,max.height.m,ASV_223,-0.809255665,0.0255,0.9745,TRUE,negative,-0.1186436,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,NA,NA,NA,Presence
429,max.height.m,ASV_40,-0.794489456,0.02775,0.97225,TRUE,negative,-9.42623989,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,s__ulmicola,Presence
430,max.height.m,ASV_914,-0.79229412,0.032,0.968,TRUE,negative,5.81408727,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
431,max.height.m,ASV_150,0.652859977,0.95575,0.04425,TRUE,positive,-3.11220552,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
432,max.height.m,ASV_2385,0.679883761,0.95475,0.04525,TRUE,positive,5.76917563,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
433,max.height.m,ASV_448,0.681304443,0.95575,0.04425,TRUE,positive,5.77720301,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
434,max.height.m,ASV_2346,0.68436472,0.95075,0.04925,TRUE,positive,4.90683702,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,NA,Presence
435,max.height.m,ASV_658,0.697937225,0.95725,0.04275,TRUE,positive,5.77634641,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
436,max.height.m,ASV_57,0.721823142,0.96325,0.03675,TRUE,positive,-6.52635274,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,Presence
437,max.height.m,ASV_785,0.738823519,0.9665,0.0335,TRUE,positive,5.17645971,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
438,max.height.m,ASV_457,0.739320636,0.9645,0.0355,TRUE,positive,5.77855403,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
439,max.height.m,ASV_1391,0.741232941,0.972,0.028,TRUE,positive,5.7691783,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
440,max.height.m,ASV_250,0.744623945,0.96825,0.03175,TRUE,positive,5.79404497,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
441,max.height.m,ASV_1454,0.748466784,0.9615,0.0385,TRUE,positive,5.76708643,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
442,max.height.m,ASV_324,0.758655126,0.98075,0.01925,TRUE,positive,5.78289196,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
443,max.height.m,ASV_12,0.77508234,0.972,0.028,TRUE,positive,7.0077697,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,Presence
444,max.height.m,ASV_363,0.77922032,0.978,0.022,TRUE,positive,5.78550485,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
445,max.height.m,ASV_416,0.790985072,0.97375,0.02625,TRUE,positive,-3.07034614,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,Presence
446,max.height.m,ASV_519,0.794308637,0.97475,0.02525,TRUE,positive,2.7193667,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
447,max.height.m,ASV_421,0.8254748,0.9815,0.0185,TRUE,positive,4.99383948,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
448,max.height.m,ASV_391,0.844557062,0.985,0.015,TRUE,positive,5.78431996,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
449,max.height.m,ASV_258,0.84914696,0.99175,0.00825,TRUE,positive,5.78523914,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
450,max.height.m,ASV_5,0.849278017,0.98725,0.01275,TRUE,positive,1.71087847,k__Fungi,p__Basidiomycota,c__Atractiellomycetes,o__Atractiellales,f__Hoehnelomycetaceae,g__Atractiella,s__solani,Presence
451,max.height.m,ASV_574,0.85409263,0.984,0.016,TRUE,positive,5.77674554,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
452,max.height.m,ASV_755,0.85483086,0.99025,0.00975,TRUE,positive,5.77037806,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
453,max.height.m,ASV_297,0.859610709,0.99375,0.00625,TRUE,positive,5.78424601,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
454,max.height.m,ASV_2507,0.954291786,0.989,0.011,TRUE,positive,4.99694426,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
455,max.height.m,ASV_205,0.955787266,0.987,0.013,TRUE,positive,3.02903441,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__alpina,Presence
456,max.height.m,ASV_198,0.961497748,0.98925,0.01075,TRUE,positive,-3.11480665,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
457,max.height.m,ASV_2436,0.966763011,0.9835,0.0165,TRUE,positive,3.9731165,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,NA,NA,Presence
458,max.height.m,ASV_942,0.972046311,0.992,0.008,TRUE,positive,5.76118145,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
459,max.height.m,ASV_1038,0.982693547,0.993,0.007,TRUE,positive,5.76419981,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
460,max.height.m,ASV_790,0.997559204,0.99425,0.00575,TRUE,positive,5.76833726,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
461,max.height.m,ASV_120,1.285061065,0.999,0.001,TRUE,positive,5.03433255,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA,Presence
462,Mn,ASV_179,-1.138971098,0,1,TRUE,negative,2.72105748,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
463,Mn,ASV_82,-0.936495105,0.0045,0.9955,TRUE,negative,5.4710158,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Acidomelania,s__panicicola,Presence
464,Mn,ASV_168,-0.883741921,0.00675,0.99325,TRUE,negative,11.32561363,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
465,Mn,ASV_645,-0.823376961,0.00225,0.99775,TRUE,negative,11.28088177,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
466,Mn,ASV_2654,-0.814423884,0.01375,0.98625,TRUE,negative,2.71901123,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__Branch02,NA,NA,NA,Presence
467,Mn,ASV_356,-0.782195677,0.016,0.984,TRUE,negative,11.29284596,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
468,Mn,ASV_90,-0.754492304,0.0115,0.9885,TRUE,negative,11.278336,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
469,Mn,ASV_30,-0.738205342,0.0155,0.9845,TRUE,negative,11.66804426,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
470,Mn,ASV_551,-0.726623153,0.0215,0.9785,TRUE,negative,2.72185974,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__Branch02,NA,NA,NA,Presence
471,Mn,ASV_980,-0.653121831,0.0345,0.9655,TRUE,negative,-3.18370389,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__corticioides,Presence
472,Mn,ASV_50,-0.642436248,0.0175,0.9825,TRUE,negative,5.67260565,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,NA,Presence
473,Mn,ASV_411,-0.614115015,0.03825,0.96175,TRUE,negative,-3.16995916,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Tylospora,NA,Presence
474,Mn,ASV_44,-0.509125258,0.04525,0.95475,TRUE,negative,11.36705094,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
475,Mn,ASV_5,0.472354841,0.9605,0.0395,TRUE,positive,1.71087847,k__Fungi,p__Basidiomycota,c__Atractiellomycetes,o__Atractiellales,f__Hoehnelomycetaceae,g__Atractiella,s__solani,Presence
476,Mn,ASV_734,0.522704512,0.95575,0.04425,TRUE,positive,5.06416062,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
477,Mn,ASV_533,0.553912999,0.952,0.048,TRUE,positive,5.05015476,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__biglobosus,Presence
478,Mn,ASV_665,0.562851694,0.9675,0.0325,TRUE,positive,3.76843421,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
479,Mn,ASV_1428,0.574101278,0.95075,0.04925,TRUE,positive,5.77011604,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
480,Mn,ASV_1258,0.578141196,0.95475,0.04525,TRUE,positive,-3.16048644,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA,Presence
481,Mn,ASV_1391,0.580018826,0.96025,0.03975,TRUE,positive,5.7691783,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
482,Mn,ASV_17,0.580858473,0.95325,0.04675,TRUE,positive,5.07958473,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,Presence
483,Mn,ASV_150,0.582570362,0.97125,0.02875,TRUE,positive,-3.11220552,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
484,Mn,ASV_3464,0.588395782,0.95275,0.04725,TRUE,positive,3.76335732,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
485,Mn,ASV_317,0.590701983,0.96025,0.03975,TRUE,positive,3.40565304,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA,Presence
486,Mn,ASV_370,0.590765341,0.97975,0.02025,TRUE,positive,3.03678478,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
487,Mn,ASV_1002,0.597515052,0.9605,0.0395,TRUE,positive,5.77149134,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
488,Mn,ASV_2137,0.600202406,0.95,0.05,TRUE,positive,5.76937855,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
489,Mn,ASV_113,0.602609076,0.9705,0.0295,TRUE,positive,5.55399976,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,NA,Presence
490,Mn,ASV_662,0.604210283,0.961,0.039,TRUE,positive,3.76346128,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
491,Mn,ASV_798,0.611659083,0.97525,0.02475,TRUE,positive,3.76407816,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
492,Mn,ASV_1288,0.614770896,0.9595,0.0405,TRUE,positive,5.88582511,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,NA,NA,NA,Presence
493,Mn,ASV_930,0.622854254,0.974,0.026,TRUE,positive,5.77172337,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
494,Mn,ASV_1460,0.629590796,0.97575,0.02425,TRUE,positive,5.77019319,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
495,Mn,ASV_1991,0.631360184,0.95375,0.04625,TRUE,positive,4.98015877,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__macrocarpum,Presence
496,Mn,ASV_1505,0.635597556,0.957,0.043,TRUE,positive,5.05955803,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
497,Mn,ASV_468,0.642158243,0.97975,0.02025,TRUE,positive,5.77655342,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
498,Mn,ASV_1109,0.643431303,0.95225,0.04775,TRUE,positive,4.99739171,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
499,Mn,ASV_1516,0.648075341,0.952,0.048,TRUE,positive,4.99712626,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
500,Mn,ASV_421,0.654707681,0.969,0.031,TRUE,positive,4.99383948,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum,Presence
501,Mn,ASV_790,0.658781715,0.9755,0.0245,TRUE,positive,5.76833726,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
502,Mn,ASV_1052,0.662228743,0.983,0.017,TRUE,positive,5.77035,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
503,Mn,ASV_38,0.669301592,0.9935,0.0065,TRUE,positive,5.88821259,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
504,Mn,ASV_955,0.670191741,0.95725,0.04275,TRUE,positive,-3.07391257,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,Presence
505,Mn,ASV_978,0.672698682,0.96325,0.03675,TRUE,positive,-3.13181231,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
506,Mn,ASV_827,0.67714118,0.969,0.031,TRUE,positive,5.05943217,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__leptospora,Presence
507,Mn,ASV_1253,0.681811897,0.983,0.017,TRUE,positive,5.11091747,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__irregularis,Presence
508,Mn,ASV_301,0.683567767,0.9765,0.0235,TRUE,positive,5.08863482,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA,Presence
509,Mn,ASV_810,0.684363522,0.96375,0.03625,TRUE,positive,5.15282874,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,NA,Presence
510,Mn,ASV_385,0.68620499,0.98525,0.01475,TRUE,positive,3.04028008,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
511,Mn,ASV_620,0.687351671,0.972,0.028,TRUE,positive,5.17470777,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
512,Mn,ASV_1115,0.688940945,0.97675,0.02325,TRUE,positive,5.76946745,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
513,Mn,ASV_942,0.694226364,0.9775,0.0225,TRUE,positive,5.76118145,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
514,Mn,ASV_1001,0.694875775,0.965,0.035,TRUE,positive,5.17649197,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
515,Mn,ASV_714,0.69825786,0.98525,0.01475,TRUE,positive,5.77281165,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
516,Mn,ASV_296,0.698603677,0.977,0.023,TRUE,positive,2.69121469,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__dolichospermus,Presence
517,Mn,ASV_200,0.698869068,0.96925,0.03075,TRUE,positive,-3.08885098,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,s__cucumeris,Presence
518,Mn,ASV_2213,0.699968885,0.9715,0.0285,TRUE,positive,2.70381296,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Zygorhynchus,NA,Presence
519,Mn,ASV_637,0.702089449,0.97575,0.02425,TRUE,positive,3.76911775,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
520,Mn,ASV_914,0.704188243,0.97975,0.02025,TRUE,positive,5.81408727,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
521,Mn,ASV_985,0.70422987,0.98375,0.01625,TRUE,positive,5.77595326,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
522,Mn,ASV_159,0.705095447,0.97075,0.02925,TRUE,positive,4.71988023,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA,Presence
523,Mn,ASV_2550,0.708523316,0.97575,0.02425,TRUE,positive,3.93299751,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
524,Mn,ASV_1124,0.714718033,0.97775,0.02225,TRUE,positive,3.03565557,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
525,Mn,ASV_446,0.717479989,0.97725,0.02275,TRUE,positive,-3.13064499,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,Presence
526,Mn,ASV_971,0.717815598,0.9755,0.0245,TRUE,positive,-3.07402287,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,Presence
527,Mn,ASV_177,0.719342403,0.9855,0.0145,TRUE,positive,5.00288357,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Trichosphaeriales,f__Trichosphaeriaceae,g__Nigrospora,NA,Presence
528,Mn,ASV_1138,0.735669903,0.9755,0.0245,TRUE,positive,5.10393441,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__intraradices,Presence
529,Mn,ASV_40,0.736113001,0.98725,0.01275,TRUE,positive,-9.42623989,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,s__ulmicola,Presence
530,Mn,ASV_1200,0.738752127,0.9825,0.0175,TRUE,positive,5.17283313,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
531,Mn,ASV_1030,0.744574372,0.9865,0.0135,TRUE,positive,5.77104295,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
532,Mn,ASV_231,0.745799234,0.992,0.008,TRUE,positive,5.15129563,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,Presence
533,Mn,ASV_1805,0.749483509,0.9795,0.0205,TRUE,positive,4.98033932,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__macrocarpum,Presence
534,Mn,ASV_1510,0.749570871,0.97975,0.02025,TRUE,positive,5.76923437,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
535,Mn,ASV_319,0.758809576,0.982,0.018,TRUE,positive,5.12436969,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__irregularis,Presence
536,Mn,ASV_943,0.760230137,0.98925,0.01075,TRUE,positive,5.77249448,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
537,Mn,ASV_178,0.769099164,0.9955,0.0045,TRUE,positive,-3.11120306,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
538,Mn,ASV_430,0.770451087,0.98525,0.01475,TRUE,positive,5.18267049,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
539,Mn,ASV_1207,0.77071078,0.98825,0.01175,TRUE,positive,5.06018927,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
540,Mn,ASV_679,0.771361796,0.99125,0.00875,TRUE,positive,5.17388026,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
541,Mn,ASV_334,0.775413281,0.99175,0.00825,TRUE,positive,-3.11556082,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
542,Mn,ASV_554,0.779587509,0.98875,0.01125,TRUE,positive,3.76362601,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
543,Mn,ASV_1494,0.783557656,0.98475,0.01525,TRUE,positive,5.05968782,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
544,Mn,ASV_816,0.790666759,0.982,0.018,TRUE,positive,-3.07332846,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,Presence
545,Mn,ASV_108,0.793494667,0.98725,0.01275,TRUE,positive,3.05923988,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__exigua,Presence
546,Mn,ASV_1305,0.802030899,0.9885,0.0115,TRUE,positive,5.06166851,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
547,Mn,ASV_395,0.806586961,0.98675,0.01325,TRUE,positive,5.11362121,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__intraradices,Presence
548,Mn,ASV_28,0.814029044,0.99825,0.00175,TRUE,positive,3.14080679,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata,Presence
549,Mn,ASV_1984,0.814914881,0.98575,0.01425,TRUE,positive,-3.1594443,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA,Presence
550,Mn,ASV_169,0.822277205,0.99475,0.00525,TRUE,positive,5.83942928,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
551,Mn,ASV_883,0.822389206,0.99275,0.00725,TRUE,positive,5.77116817,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
552,Mn,ASV_213,0.838182381,0.991,0.009,TRUE,positive,5.12111741,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__intraradices,Presence
